epoch,train/box_loss,train/obj_loss,train/da_seg_loss,train/ll_seg_loss,train/total_loss,val/box_loss,val/obj_loss,val/da_seg_loss,val/ll_seg_loss,val/total_loss,metrics/P,metrics/R,metrics/mAP50,metrics/mAP75,metrics/mAP50-95,metrics/da_acc,metrics/da_iou,metrics/da_miou,metrics/ll_acc,metrics/ll_iou,metrics/ll_miou,lr,fitness
25,0.0094405853810088,0.0007918280293595604,0.05803334907932603,0.08513850276720339,0.1534042657965823,0.012744203101785692,0.7298371820005107,0.12483926271836375,0.11547704192525056,0.9828976605840297,0.9412278247931701,0.9733009708737864,0.9881083330403528,0.9765339885679862,0.8821938196267854,0.9960238108088662,0.987876483090928,0.9909900218592805,0.9795496461896094,0.5649232356806799,0.7794244697488903,4.9936075255863814e-05,0.8927852709681422
26,0.009220287799835209,0.000755671082074161,0.057996648310688494,0.08514998697825356,0.15312259385622845,0.011500459137358197,0.7266981834451154,0.12483571670524815,0.11547659514134104,0.9785109437191425,0.9411728046602023,0.9708096504629566,0.9879783870341974,0.9862746217037787,0.8986738527944025,0.9960408795696598,0.987926665712652,0.9910279638134818,0.9795467177403487,0.5653698917524502,0.7796536351474342,4.9930640008995384e-05,0.907604306218382
27,0.009119786382339162,0.0007676665577554949,0.05793482507217116,0.08511791206471661,0.152940189128095,0.012233331388760108,0.7286756106361822,0.12483385710981844,0.11547617436690652,0.9812189464124373,0.9412449303555459,0.9757281553398058,0.9884083182242434,0.9864582712743022,0.8878690171113505,0.995933002302821,0.9875968151312771,0.9907834320767744,0.9795853205226178,0.5663446781569116,0.7801530986118805,4.992498338076567e-05,0.8979229472226398
28,0.009054038438154628,0.0007552321073768054,0.057900650204772156,0.08512640716459775,0.15283632695366065,0.011776356400603457,0.728496910846295,0.12483147141846967,0.11547484504628366,0.980579554725805,0.9393844502004834,0.9779926876597411,0.9881515438832007,0.9866545964579628,0.8941849159531536,0.9959523873776629,0.987658819688612,0.9908284932363314,0.980251708254008,0.5678632656657845,0.7809287210084883,4.9919105427003324e-05,0.9035815787461584
29,0.009075360267273496,0.0007538101223775144,0.05785400339358829,0.08507138114287445,0.15275455385909797,0.010977484203990879,0.7268499803296026,0.1248207599928342,0.115471900435927,0.9781201151368532,0.9542127776580147,0.9610752848011623,0.9880458351021053,0.9766029944859064,0.9089296700646218,0.9959310458045482,0.9875860780325718,0.9907770590911152,0.9800679698739976,0.572320071809594,0.7832119690822433,4.991300620572138e-05,0.9168412865683702
30,0.008902993788990949,0.000735909719541283,0.057903071701372225,0.08511792656053534,0.15265990037065713,0.011452450851084655,0.7268205004281947,0.12482760452853583,0.11547033302485943,0.9785708720202273,0.9451113708777877,0.9733009708737864,0.9887211696535061,0.9873454845090958,0.903774943541217,0.9958242030080602,0.9872817834120801,0.9905439405692562,0.9803321929421985,0.5737485620858376,0.7839432012685194,4.990668577711668e-05,0.9122695661524459
31,0.008823503070544702,0.0007083593625478793,0.057913489967893444,0.085075684567344,0.15252103567741077,0.01124951128514937,0.7258017394703284,0.1248114082402516,0.1154752861071436,0.9773379116478361,0.9310283406212871,0.982915892062525,0.9878662412067145,0.9863381583111764,0.9071287737823109,0.9962155251511227,0.988446360545403,0.9914180075183728,0.9802653602771875,0.5666443577781286,0.7803044169879291,4.9900144203569306e-05,0.9152025205247514
32,0.008658031947872184,0.0007341826490942059,0.057840790908416935,0.08511279850059376,0.15234580296308883,0.01174414539584224,0.726581733980327,0.12481076108204886,0.11547361781405661,0.9786102475279971,0.9435253994616629,0.9732278502216483,0.988784982611181,0.9773087476127884,0.8946922004238342,0.99606460492228,0.9879971956478204,0.9910807417495581,0.9807934440236891,0.5683511461559689,0.7811770818138176,4.989338154964194e-05,0.904101478642569
33,0.00883625417793353,0.0007197636296403221,0.057834580482750975,0.08508978779258815,0.15248038700825192,0.009998223225687452,0.7242662277616985,0.12481296020005034,0.11546977979029707,0.974547172457443,0.9499864290723826,0.9681705719091416,0.9891694782437116,0.9876656612333481,0.9253369651677119,0.9960139833405298,0.9878476412523781,0.9909680946944123,0.9807655142524255,0.5730740639869635,0.783595890216222,4.988639788207926e-05,0.931720216475312
34,0.008541397443089462,0.0007093923500319219,0.05785630763040305,0.08500634958494667,0.1521134467631424,0.010491118344618251,0.7246535531473901,0.12481709619877869,0.11547161671550163,0.9754333761689576,0.9570265378737957,0.9729695113662787,0.9897443369898606,0.9794963525064613,0.9157650571113335,0.9961709079951062,0.9883253186198332,0.9913228621394111,0.9814259551838811,0.5700446338277572,0.7820424326209043,4.987919326980723e-05,0.9231629850991863
35,0.00865913132929431,0.0007098396736259909,0.05782786139089209,0.08509206718287474,0.15228889905726972,0.011436179369842453,0.7257855643633113,0.12481096552906877,0.11547431508996017,0.9775070026130874,0.9414274543210001,0.9752948345532558,0.9890077651829275,0.9874252886243967,0.9018661340175033,0.9961399638385146,0.9882288618222053,0.991252186767632,0.9816527122402147,0.5663492043042098,0.7801487663442722,4.987176778393248e-05,0.9105802971340458
36,0.008392218814612669,0.0006723716075247435,0.05775900775750066,0.08506684086811511,0.15189043830095794,0.011610013203299725,0.7248313646860072,0.12479882610122157,0.11547032889422666,0.9767104927739949,0.9481097586555408,0.975659911119657,0.9890957017215755,0.9788015398597654,0.8984534068694974,0.9961116058578006,0.9881450462255091,0.9911889002550385,0.9816981018816212,0.5725393657525039,0.7833187732511396,4.986412149774155e-05,0.9075176363547052
37,0.008450096487381297,0.0006689221500732742,0.05782137618163707,0.08504493607430107,0.15198533051681024,0.01072166631258831,0.7237849157461848,0.12482475288636943,0.11547065732778662,0.9748019687252342,0.9611643407605664,0.9611468673647211,0.9891173750362529,0.9785891130049562,0.9084634732937233,0.995887440630397,0.9874353646329029,0.9906774634165539,0.9816088831626679,0.5706042727613106,0.7823281750785088,4.985625448670019e-05,0.9165288634679762
38,0.008422092291975266,0.0006579972595130843,0.05776804494502631,0.08503940463104705,0.151887539368837,0.010671391882426998,0.7234542846679687,0.12481835804918269,0.11547120753193149,0.974415217038881,0.9588706656742475,0.9660194174757282,0.9894561103809046,0.987930710128301,0.913509696227482,0.9961442816278067,0.9882412071656917,0.9912616399568625,0.9819231232343338,0.5699159573480531,0.7819747485712975,4.984816682845264e-05,0.9211043376428243
39,0.008247759126010954,0.0006719535218619314,0.05770874002205276,0.08505748128373697,0.15168593268011518,0.009934446360780787,0.7243439847323562,0.12481616564828497,0.11547089635437943,0.9745654769512038,0.9374951231092445,0.9829280800032771,0.9892956073802311,0.9787671054143138,0.9267397709018678,0.9960269367084055,0.9878900068484375,0.9909986144349207,0.9820485308523639,0.570295181063298,0.7821685420200045,4.983985860282081e-05,0.9329953545497041
40,0.008202761170777633,0.0006559580736286897,0.057694466041468585,0.08504478538823869,0.15159797081675555,0.01017582098437097,0.7234815326749969,0.12481543012542429,0.11546823941171169,0.9739410117500187,0.9503462954059975,0.9755566120831001,0.9894878874358667,0.9882541397378921,0.9164595884621459,0.9959233322538857,0.9875661894301131,0.9907627519697477,0.9816704675491049,0.5738475094899866,0.7839886305527209,4.983132989180354e-05,0.923762418359518
41,0.00809549647909372,0.0006612577258459643,0.057713687111059,0.08502331543520787,0.1514937561873945,0.010217252315017224,0.7228773889887516,0.1248300406753708,0.11546879322533471,0.9733934538352057,0.9436800870369999,0.9781553398058253,0.9894990965788961,0.9880935104027806,0.9191213852515989,0.9955856226611974,0.9865203701920471,0.9900023687885554,0.9820758389964839,0.573663807812926,0.7838932482555885,4.9822580779575757e-05,0.9261591563843287
42,0.008116025115541846,0.0006415510183402914,0.05763444333419281,0.08503808387569659,0.151430103290884,0.00984361492908063,0.7226601062043343,0.12484044184030028,0.1154729546351754,0.9728170966854985,0.9439091052803751,0.9802844300789064,0.9890624951010712,0.9788583155038202,0.9271811998394301,0.9953137143782386,0.9857077930065878,0.9893942873053881,0.982152950450538,0.5674253289080065,0.780697924869555,4.981361135248767e-05,0.9333693293655942
43,0.008015940405544219,0.0006401447036877815,0.05766034714993418,0.08502462588327846,0.15134105920173963,0.01032439439407902,0.7239592450393912,0.12481350536636739,0.11546931534503717,0.9745664389639939,0.9701052735915556,0.9514563106796117,0.989975492554082,0.9885690199700933,0.9162781680350294,0.9957087696099595,0.9868957692336741,0.9902788169942849,0.9821163706065322,0.5725602761491657,0.7833281071624107,4.9804421699063906e-05,0.9236479004869347
44,0.00791237309806705,0.0006324634010001166,0.05764201271873682,0.08504463706184855,0.1512314863309959,0.010276247188834945,0.723017643745699,0.12479149411224948,0.1154729445016137,0.9735582986643895,0.9592318252930113,0.9708542543159989,0.9900792871673325,0.9800170000802301,0.9167850883757085,0.9961367479850317,0.9882101369914293,0.991242651950707,0.9823103872931898,0.5661543309988369,0.7800464755120269,4.979501191000262e-05,0.924114508254871
45,0.007963504303304643,0.0006118986838608206,0.05767641199144675,0.08504269738232842,0.15129451198899066,0.010652445289137452,0.7229496385643518,0.12480030228128088,0.11546987159071499,0.9738722323136009,0.9498768036287938,0.970873786407767,0.9896579487506622,0.9783665516696592,0.9183273196156586,0.9959642837867011,0.9876888141092136,0.9908551344716627,0.9825581404485808,0.5707579590966847,0.7824035452326438,4.978538207817465e-05,0.925460382529159
46,0.0079131782301967,0.0006228212788315019,0.05760257758702021,0.08502718682251291,0.1511657633312008,0.00985499059598063,0.7231006816014108,0.12478607777177979,0.1154673541244602,0.9732090972865801,0.9393753444426167,0.9805825242718447,0.989284816675464,0.9777221828103974,0.9236968058375898,0.9961781942645365,0.9883515165596133,0.9913408705784034,0.9819624709069013,0.5746048034649989,0.7843754296035791,4.977553229862255e-05,0.9302556069213773
47,0.007865528791679616,0.0006033230150224631,0.057601521534777676,0.08500824910178395,0.15107862211262008,0.010764825183492869,0.7231713570708438,0.1247840722530617,0.11546777925150073,0.9741880208099444,0.943887275726899,0.9805825242718447,0.9900923763415121,0.9787861349356682,0.9115036792372377,0.9960504596646518,0.9879515730406707,0.991050066965807,0.9826310889721317,0.5737222835331057,0.7839214086633057,4.976546266855965e-05,0.9193625489476652
48,0.0077692531829053274,0.0005959552630704918,0.057672153038836514,0.08499108042587271,0.1510284411783663,0.009482867705389622,0.7213646215725441,0.12477889020053834,0.11546696866307543,0.9710933319027559,0.9482751927459923,0.9805825242718447,0.9904984326410974,0.989262894535508,0.9301744000390684,0.9962702396373055,0.9886289272856964,0.9915478268857865,0.9826761910435456,0.5744359667430678,0.7842864406300198,4.975517328736914e-05,0.9362068032992713
49,0.007701728868978627,0.0005883237711815024,0.05758012491495498,0.08500243494180972,0.15087261317307468,0.008778400347022812,0.7218212926202489,0.12479213378126758,0.11546729403726487,0.9708591010904065,0.9655517371463356,0.9587378640776699,0.9897584904060385,0.9792287048758384,0.9416828648620715,0.9961685916810592,0.9883149609844412,0.991316936931128,0.9825581350582933,0.5741783697379627,0.784154686609706,4.974466425660307e-05,0.9464904274164683
50,0.0077979008089075425,0.000584165538260665,0.05753988928977072,0.08498562599768755,0.15090758102545465,0.010352244865091354,0.7233373952282527,0.12478464837982246,0.11546707946633428,0.9739413434359694,0.9521142364873695,0.9781553398058253,0.9901525463328799,0.9797494403355058,0.9199005994600145,0.996096965853483,0.9881047886566154,0.9911582562128728,0.9828474793187615,0.5742974981077134,0.7842155543361885,4.973393567998132e-05,0.926925794147301
51,0.007742547513289775,0.0005969971352753859,0.05757234276421947,0.08499050001406298,0.1509023876233422,0.008859428908540795,0.7211656726580211,0.12479521631422438,0.11546556576314368,0.970285870559475,0.965796882945019,0.9635922330097088,0.9901745544655596,0.9887608831645693,0.9445637798844949,0.9960861264032814,0.9880569214347781,0.991128860341533,0.982506268370247,0.576375264796699,0.7852800867231816,4.97229876633906e-05,0.9491248573426013
52,0.007691215956149321,0.0005716283237223798,0.05750895160313097,0.0850022394895322,0.1507740362011707,0.010669970370327254,0.7222391944845723,0.12477592606618615,0.1154653544928589,0.9731504077120766,0.9656805454235953,0.956145743907861,0.9897844843220382,0.9881754358497266,0.914648762468061,0.9961176552605066,0.9881651842729561,0.9912034135120177,0.9825492134284483,0.576924600800287,0.7855611701587256,4.9711820314883436e-05,0.9221623346534588
53,0.007597917006423438,0.0005605439237593986,0.05753475383232912,0.0849634543534156,0.1506566680157123,0.009768306517230416,0.7214239727277214,0.12476740391452078,0.1154628320852864,0.9714225042669267,0.9656624993395106,0.9587378640776699,0.9898690878338212,0.9790072819117182,0.9257127317039938,0.9962990923647094,0.9887086607936356,0.9916102352044812,0.9826598190834606,0.5813145347692084,0.787807747857411,4.970043374467703e-05,0.9321283673169766
54,0.007653613967599028,0.0005706695453722244,0.05748205919571491,0.08498567541086458,0.15069201743046853,0.00925614056191914,0.7213908572024014,0.12477687024390759,0.11546930478683098,0.9708931659169765,0.9751840750198817,0.9538037033181942,0.9899180005592997,0.9875408016061111,0.9334039739927888,0.9960216744027057,0.9878658127159314,0.9909853697943886,0.983190714946252,0.569921028621391,0.7819730761579561,4.968882806515226e-05,0.9390553766494399
55,0.007598321351362632,0.0005547669184408654,0.05750453049423163,0.08499994487960104,0.15065756169934347,0.009285349005862222,0.7193995065639676,0.12477405280492466,0.11546342500480654,0.9689223102337338,0.9658212359329288,0.9635922330097088,0.990393166204762,0.9888450597618026,0.9377795081926971,0.9962529684801382,0.9885842043124036,0.991511900774542,0.9830639598015332,0.5785256582508954,0.7863795038852969,4.967700339085246e-05,0.9430408739939036
56,0.007623307612275829,0.0005517303244900825,0.05749557659493209,0.0849943066430833,0.15066492140601953,0.00917867892764393,0.7216835033831818,0.12477974991261033,0.11546813271013258,0.971110041895061,0.9654259637186053,0.9587378640776699,0.9892091651690592,0.9871384559688382,0.9358881919137282,0.9960602421560164,0.9879814194382796,0.9910718477445031,0.9832751259689623,0.5713027007704466,0.7826810917861218,4.9664959838482415e-05,0.9412202892392613
57,0.007500084941251288,0.0005571612920322566,0.05749002668446827,0.08498875433434322,0.15053602651610892,0.008951157702065502,0.720862997183528,0.1247578510348661,0.11546657391741795,0.9700385610056664,0.9749712558889426,0.9514563106796117,0.99042089745513,0.9799116777158221,0.9377004307885615,0.9963601261154291,0.9889014871265027,0.9917507076595151,0.9829343916323625,0.5732822504165263,0.7836956055498745,4.965269752690713e-05,0.9429724774552183
58,0.007406251751697124,0.0005626197197894358,0.0574629078064249,0.08499525404424248,0.15042703301486574,0.008771480902488983,0.7212402893224527,0.12483568045605031,0.11546307852385575,0.9703105008663909,0.965582472435277,0.9538834951456311,0.9895175988868531,0.9879296568358328,0.9410090939127971,0.9949912294905007,0.9847497512855098,0.9886918103869539,0.9835469220550073,0.5782079285580055,0.7862157124056447,4.964021657715064e-05,0.9458599444102027
59,0.007388789635248134,0.0005631730844474211,0.05749209375733538,0.08499374744419606,0.15043780423816622,0.010550896120812609,0.7221770283595268,0.12478216899645761,0.11546793408267239,0.972978000504983,0.9726960849870097,0.951147825332193,0.9896281510586757,0.9879344028612252,0.9116552873770913,0.9958305447610823,0.9872748652723768,0.9905543482506616,0.9835848158800159,0.5709156071212185,0.7824818393292413,4.962751711239492e-05,0.9194525737452498
60,0.007367072710719134,0.0005642873764887376,0.05747488434450614,0.0849930759895728,0.15039932063824155,0.00914230155821291,0.719576265008956,0.124753830539439,0.11546601170741523,0.9689384053408173,0.9799477390163183,0.9489262291472619,0.9899509846086691,0.9882589914664027,0.9342574963722633,0.9964285136010362,0.9891099056107509,0.991905352715081,0.9831712806403485,0.5746063432945869,0.7843725352647054,4.9614599257978536e-05,0.939826845195904
61,0.007365740099101487,0.0005447448222593937,0.057472910307386375,0.08499387594740934,0.15037726969916587,0.009684675999873658,0.7198128612300893,0.1248272803703738,0.11546103856067892,0.9697858332969982,0.9492367203575318,0.9781553398058253,0.9903712221758014,0.9804034390852309,0.9262954753781099,0.9951290839090383,0.9851160638965707,0.9889887522670795,0.9835838092385706,0.5812696678041606,0.7877823270238196,4.9601463141395496e-05,0.932703050057879
62,0.007364564392850809,0.0005495584933714545,0.05742608908312926,0.08498194992754589,0.15032216149908273,0.008662818633212943,0.7191326781752198,0.12476378192864551,0.11546540047992697,0.9680246596509311,0.9823185803390965,0.9439224468243643,0.9899948984784598,0.98015975513283,0.9429215999955108,0.9962657869170984,0.9886102897311928,0.9915359984828248,0.9835142342462712,0.5746082652211265,0.7843725353067932,4.958810889229398e-05,0.9476289298438058
63,0.007308298658212852,0.000521847322158554,0.057441148617415845,0.08498151558378972,0.15025281087722187,0.008356196614744751,0.718730027984461,0.12475070496297254,0.11546453224601215,0.9673014453038032,0.9706559323450077,0.9634499883244584,0.9908369077339296,0.9806594144111924,0.9500309703222583,0.996289287384859,0.9886892022206768,0.9915916973191166,0.9840903899737496,0.5760515873162937,0.7851097971244464,4.9574536642475015e-05,0.9541115640634255
64,0.007185987499711427,0.0005246520866615785,0.057413049138734996,0.08495334437879411,0.15007703214729387,0.009308631114391466,0.7197514177233445,0.12475396580801108,0.11546479344097753,0.9692787809075469,0.9824470036040506,0.9514563106796117,0.9909700147996143,0.9890920808476893,0.9369444937723685,0.996247706174439,0.9885634999163366,0.991498088398096,0.9837129231306067,0.5745516023566363,0.7843429322044116,4.956074652589125e-05,0.9423470458750932
